Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Sean Williams,Nets,2008-2009,REG,33,0.00,22.22,26.39,51.39,0.00,0.00,0.00,0.000,0.188,0.211,0.622,0.000,0.000,0.000
Nick Young,Wizards,2008-2009,REG,82,15.08,49.21,11.64,17.46,2.65,3.97,0.00,0.325,0.414,0.545,0.591,0.250,0.467,0.000
Rodney Stuckey,Pistons,2008-2009,REG,79,6.90,39.87,9.20,42.50,0.11,0.77,0.66,0.349,0.398,0.488,0.497,0.000,0.000,0.000
Al Thornton,Clippers,2008-2009,REG,71,6.37,42.82,13.32,36.35,0.10,0.67,0.38,0.284,0.369,0.386,0.599,1.000,0.000,0.000
Julian Wright,Hornets,2008-2009,REG,54,5.98,32.48,15.81,42.74,1.28,1.71,0.00,0.071,0.421,0.486,0.570,0.333,0.000,0.000
Thaddeus Young,76ers,2008-2009,REG,75,11.77,24.17,18.02,40.73,1.25,4.06,0.00,0.327,0.422,0.410,0.639,0.250,0.410,0.000
Acie Law,Hawks,2008-2009,REG,55,10.87,33.33,8.70,37.68,5.80,3.62,0.00,0.067,0.217,0.333,0.558,0.375,0.800,0.000
Spencer Hawes,Kings,2008-2009,REG,77,9.63,28.38,22.88,34.63,2.38,2.00,0.13,0.312,0.392,0.393,0.625,0.421,0.438,0.000
Joakim Noah,Bulls,2008-2009,REG,80,0.27,2.15,6.72,90.86,0.00,0.00,0.00,0.000,0.375,0.280,0.583,0.000,0.000,0.000
Brandan Wright,Warriors,2008-2009,REG,39,1.22,15.45,28.86,54.07,0.00,0.00,0.41,0.000,0.316,0.465,0.639,0.000,0.000,0.000
Corey Brewer,Timberwolves,2008-2009,REG,15,5.56,38.89,8.89,38.89,0.00,7.78,0.00,0.200,0.343,0.250,0.514,0.000,0.571,0.000
Yi Jianlian,Nets,2008-2009,REG,61,22.20,40.20,7.40,24.20,3.80,2.20,0.00,0.315,0.353,0.405,0.463,0.474,0.455,0.000
Jeff Green,Thunder,2008-2009,REG,78,17.60,32.77,10.30,33.61,2.43,3.18,0.09,0.388,0.343,0.400,0.602,0.269,0.471,0.000
Mike Conley,Grizzlies,2008-2009,REG,82,21.26,24.83,13.31,32.24,4.66,3.43,0.27,0.419,0.459,0.309,0.519,0.382,0.400,0.000
Al Horford,Hawks,2008-2009,REG,67,0.17,33.00,29.46,37.37,0.00,0.00,0.00,0.000,0.418,0.451,0.680,0.000,0.000,0.000
Kevin Durant,Thunder,2008-2009,REG,74,15.04,46.98,9.57,26.98,0.86,0.58,0.00,0.431,0.395,0.398,0.675,0.333,0.375,0.000
Greg Oden,Trail Blazers,2008-2009,REG,61,0.00,8.26,24.79,66.95,0.00,0.00,0.00,0.000,0.310,0.356,0.672,0.000,0.000,0.000
Randolph Morris,Hawks,2008-2009,REG,23,0.00,23.53,58.82,17.65,0.00,0.00,0.00,0.000,0.250,0.400,0.667,0.000,0.000,0.000
Jeremy Richardson,Magic,2008-2009,REG,12,18.37,48.98,8.16,8.16,2.04,14.29,0.00,0.444,0.250,0.000,0.500,0.000,0.286,0.000
Dontell Jefferson,Bobcats,2008-2009,REG,6,4.55,31.82,4.55,54.55,0.00,4.55,0.00,0.000,0.143,0.000,0.750,0.000,1.000,0.000
Walter Herrmann,Pistons,2008-2009,REG,59,24.15,15.46,5.80,20.77,14.49,19.32,0.00,0.280,0.375,0.583,0.512,0.367,0.400,0.000
Jose Juan Barea,Mavericks,2008-2009,REG,79,22.80,18.13,13.64,40.57,0.90,3.59,0.36,0.370,0.446,0.382,0.518,0.600,0.250,0.000
Pops Mensah-Bonsu,"Spurs, Raptors",2008-2009,REG,22,0.97,12.62,7.77,77.67,0.00,0.00,0.97,0.000,0.308,0.375,0.400,0.000,0.000,0.000
Yakhouba Diawara,Heat,2008-2009,REG,63,39.17,11.52,2.30,11.52,25.35,9.68,0.46,0.365,0.320,0.200,0.640,0.273,0.238,0.000
Tarence Kinsey,Cavaliers,2008-2009,REG,50,8.70,30.43,18.84,24.64,8.70,8.70,0.00,0.167,0.381,0.385,0.647,0.500,0.500,0.000
Lou Amundson,Suns,2008-2009,REG,76,0.00,9.20,16.40,74.00,0.00,0.00,0.40,0.000,0.391,0.366,0.595,0.000,0.000,0.000
Chris Quinn,Heat,2008-2009,REG,66,37.37,26.99,11.76,13.84,2.77,7.27,0.00,0.407,0.410,0.382,0.425,0.375,0.429,0.000
Hassan Adams,Raptors,2008-2009,REG,12,0.00,38.46,15.38,46.15,0.00,0.00,0.00,0.000,0.400,0.000,0.333,0.000,0.000,0.000
Cheikh Samb,"Nuggets, Clippers, Knicks",2008-2009,REG,18,6.25,62.50,3.13,25.00,0.00,3.13,0.00,0.000,0.200,0.000,0.250,0.000,0.000,0.000
Ryan Hollins,"Bobcats, Mavericks",2008-2009,REG,44,0.00,15.96,12.77,71.28,0.00,0.00,0.00,0.000,0.200,0.167,0.672,0.000,0.000,0.000
Leon Powe,Celtics,2008-2009,REG,70,0.00,5.03,18.05,76.92,0.00,0.00,0.00,0.000,0.176,0.262,0.608,0.000,0.000,0.000
Paul Millsap,Jazz,2008-2009,REG,76,0.40,22.70,13.08,63.68,0.00,0.00,0.13,0.000,0.376,0.367,0.629,0.000,0.000,0.000
Dee Brown,"Wizards, Suns",2008-2009,REG,19,40.82,8.16,6.12,36.73,2.04,6.12,0.00,0.300,0.000,0.000,0.611,1.000,0.000,0.000
Daniel Gibson,Cavaliers,2008-2009,REG,75,29.79,28.84,6.07,11.39,10.25,13.66,0.00,0.382,0.408,0.281,0.450,0.352,0.403,0.000
Craig Smith,Timberwolves,2008-2009,REG,74,0.00,9.92,27.04,62.84,0.00,0.00,0.19,0.000,0.373,0.504,0.619,0.000,0.000,0.000
Paul Davis,Clippers,2008-2009,REG,27,1.02,46.94,16.33,35.71,0.00,0.00,0.00,0.000,0.304,0.438,0.543,0.000,0.000,0.000
Solomon Jones,Hawks,2008-2009,REG,63,1.80,20.72,12.61,64.86,0.00,0.00,0.00,0.500,0.435,0.500,0.681,0.000,0.000,0.000
James White,Rockets,2008-2009,REG,4,0.00,40.00,0.00,20.00,20.00,20.00,0.00,0.000,0.500,0.000,1.000,1.000,0.000,0.000
Steve Novak,Clippers,2008-2009,REG,71,56.20,25.57,0.76,1.52,7.85,7.85,0.25,0.392,0.505,0.667,0.667,0.452,0.581,0.000
Jodie Meeks,"Bucks, Sixers",2009-2010,REG,60,37.45,24.72,3.00,22.85,5.62,5.99,0.37,0.320,0.348,0.250,0.607,0.200,0.375,1.000
Derrick Brown,Bobcats,2009-2010,REG,57,1.36,21.09,7.48,66.67,2.72,0.68,0.00,0.000,0.290,0.455,0.531,0.250,1.000,0.000
Jonas Jerebko,Pistons,2009-2010,REG,80,14.10,12.60,13.76,54.56,2.32,2.32,0.33,0.341,0.421,0.277,0.605,0.143,0.357,0.000
Jon Brockman,Kings,2009-2010,REG,52,0.00,13.59,13.59,72.82,0.00,0.00,0.00,0.000,0.286,0.429,0.600,0.000,0.000,0.000
DeJuan Blair,Spurs,2009-2010,REG,82,0.20,7.07,17.58,74.95,0.00,0.00,0.20,0.000,0.457,0.379,0.609,0.000,0.000,0.000
Sam Young,Grizzlies,2009-2010,REG,80,7.65,28.77,14.89,45.07,1.81,1.81,0.00,0.184,0.350,0.405,0.594,0.333,0.111,0.000
DaJuan Summers,Pistons,2009-2010,REG,44,16.15,33.08,5.38,29.23,6.15,10.00,0.00,0.333,0.233,0.286,0.500,0.375,0.385,0.000
Dante Cunningham,Trail Blazers,2009-2010,REG,63,0.00,67.76,5.61,25.70,0.00,0.00,0.93,0.000,0.462,0.417,0.618,0.000,0.000,0.000
Jermaine Taylor,Rockets,2009-2010,REG,31,8.40,20.17,10.08,51.26,4.20,5.88,0.00,0.100,0.250,0.250,0.508,0.200,0.429,0.000
Jeff Ayres,Trail Blazers,2009-2010,REG,39,0.00,29.23,12.31,58.46,0.00,0.00,0.00,0.000,0.526,0.500,0.763,0.000,0.000,0.000
Toney Douglas,Knicks,2009-2010,REG,56,35.29,20.46,5.37,29.41,3.58,5.12,0.77,0.377,0.413,0.571,0.574,0.357,0.550,0.000
Wayne Ellington,Timberwolves,2009-2010,REG,76,26.34,36.38,7.37,20.09,7.14,2.46,0.22,0.373,0.344,0.364,0.644,0.469,0.455,0.000
DeMarre Carroll,Grizzlies,2009-2010,REG,71,2.25,53.15,10.36,33.78,0.00,0.45,0.00,0.000,0.373,0.174,0.533,0.000,0.000,0.000
Taj Gibson,Bulls,2009-2010,REG,82,0.00,37.04,14.47,48.49,0.00,0.00,0.00,0.000,0.399,0.462,0.577,0.000,0.000,0.000
Byron Mullens,Thunder,2009-2010,REG,13,0.00,52.63,15.79,31.58,0.00,0.00,0.00,0.000,0.300,0.333,0.500,0.000,0.000,0.000
Rodrigue Beaubois,Mavericks,2009-2010,REG,56,29.10,13.38,12.04,37.79,2.01,5.35,0.33,0.414,0.400,0.444,0.690,0.500,0.375,0.000
Omri Casspi,Kings,2009-2010,REG,77,20.98,22.92,18.15,28.72,5.51,3.42,0.30,0.312,0.364,0.377,0.637,0.459,0.609,0.000
Darren Collison,Hornets,2009-2010,REG,76,11.03,36.12,15.21,34.09,1.77,1.52,0.25,0.368,0.470,0.392,0.554,0.714,0.333,0.000
Eric Maynor,"Jazz, Thunder",2009-2010,REG,81,17.66,24.18,31.52,25.00,0.27,1.09,0.27,0.323,0.416,0.448,0.467,1.000,0.000,0.000
Jeff Teague,Hawks,2009-2010,REG,71,11.45,23.35,23.79,38.77,0.88,0.44,1.32,0.231,0.302,0.352,0.545,0.500,0.000,0.000
Ty Lawson,Nuggets,2009-2010,REG,65,16.41,19.74,12.56,46.41,1.54,3.08,0.26,0.406,0.506,0.388,0.602,0.333,0.500,0.000
Jrue Holiday,Sixers,2009-2010,REG,73,23.27,27.50,11.92,30.00,2.12,4.62,0.58,0.380,0.399,0.403,0.551,0.273,0.542,0.000
James Johnson,Bulls,2009-2010,REG,65,10.95,21.90,6.19,50.00,4.76,5.71,0.48,0.217,0.283,0.308,0.600,0.500,0.417,0.000
Austin Daye,Pistons,2009-2010,REG,69,17.69,36.73,4.76,26.53,7.48,6.80,0.00,0.250,0.463,0.429,0.667,0.364,0.350,0.000
Earl Clark,Suns,2009-2010,REG,51,1.99,57.62,17.22,21.85,0.66,0.00,0.66,0.667,0.310,0.385,0.515,0.000,0.000,0.000
Tyler Hansbrough,Pacers,2009-2010,REG,29,1.33,44.00,20.00,34.22,0.44,0.00,0.00,0.000,0.333,0.267,0.468,0.000,0.000,0.000
Gerald Henderson,Bobcats,2009-2010,REG,43,10.58,37.50,6.73,37.50,2.88,3.85,0.96,0.182,0.282,0.143,0.538,0.000,0.500,0.000
Terrence Williams,Nets,2009-2010,REG,78,10.14,30.57,16.59,37.48,1.69,2.61,0.92,0.227,0.251,0.417,0.553,0.636,0.412,0.333
Brandon Jennings,Bucks,2009-2010,REG,82,29.77,31.66,12.42,24.01,0.74,1.32,0.08,0.367,0.348,0.331,0.418,0.444,0.500,0.000
DeMar DeRozan,Raptors,2009-2010,REG,77,0.78,38.67,11.13,47.07,1.17,0.78,0.39,0.000,0.369,0.544,0.610,0.333,0.500,0.000
Jordan Hill,"Knicks, Rockets",2009-2010,REG,47,1.00,33.83,18.91,46.27,0.00,0.00,0.00,0.000,0.309,0.526,0.624,0.000,0.000,0.000
Stephen Curry,Warriors,2009-2010,REG,80,26.42,38.23,8.49,20.03,2.45,3.85,0.52,0.417,0.435,0.392,0.585,0.643,0.500,0.000
Jonny Flynn,Timberwolves,2009-2010,REG,81,18.28,31.51,15.76,30.15,2.31,2.00,0.00,0.351,0.357,0.400,0.533,0.364,0.421,0.000
Tyreke Evans,Kings,2009-2010,REG,72,11.67,23.95,11.16,52.79,0.09,0.00,0.34,0.265,0.337,0.323,0.587,0.000,0.000,0.000
James Harden,Thunder,2009-2010,REG,76,34.08,19.72,4.33,33.04,3.46,5.02,0.35,0.350,0.386,0.280,0.466,0.450,0.517,0.000
Hasheem Thabeet,Grizzlies,2009-2010,REG,68,0.00,8.40,12.21,79.39,0.00,0.00,0.00,0.000,0.364,0.375,0.644,0.000,0.000,0.000
Cartier Martin,"Warriors, Wizards",2009-2010,REG,18,25.74,25.00,9.56,29.41,6.62,2.94,0.74,0.371,0.353,0.077,0.500,0.333,0.250,0.000
Trey Gilder,Grizzlies,2009-2010,REG,2,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Chris Hunter,Warriors,2009-2010,REG,60,1.38,30.88,16.13,51.15,0.00,0.00,0.46,0.000,0.388,0.429,0.613,0.000,0.000,0.000
Oliver Lafayette,Celtics,2009-2010,REG,1,16.67,50.00,16.67,0.00,16.67,0.00,0.00,1.000,0.333,1.000,0.000,0.000,0.000,0.000
Othyus Jeffers,Jazz,2009-2010,REG,14,0.00,6.90,17.24,75.86,0.00,0.00,0.00,0.000,0.000,0.200,0.500,0.000,0.000,0.000
Hamed Haddadi,Grizzlies,2009-2010,REG,36,1.61,14.52,20.97,59.68,0.00,0.00,3.23,0.000,0.333,0.231,0.486,0.000,0.000,0.000
Othello Hunter,Hawks,2009-2010,REG,7,0.00,16.67,8.33,75.00,0.00,0.00,0.00,0.000,0.000,1.000,0.333,0.000,0.000,0.000
Bobby Brown,"Hornets, Clippers",2009-2010,REG,45,35.02,28.27,10.97,19.41,1.69,3.38,1.27,0.301,0.328,0.423,0.630,0.250,0.000,0.000
Anthony Morrow,Warriors,2009-2010,REG,69,29.87,30.01,10.67,15.65,5.83,7.97,0.00,0.448,0.445,0.520,0.509,0.439,0.500,0.000
Darnell Jackson,"Cavaliers, Bucks",2009-2010,REG,28,13.33,20.00,13.33,53.33,0.00,0.00,0.00,0.250,0.000,0.500,0.375,0.000,0.000,0.000
Malik Hairston,Spurs,2009-2010,REG,47,3.95,25.00,2.63,57.89,6.58,3.95,0.00,0.000,0.368,0.500,0.682,0.200,0.333,0.000
Henry Walker,"Celtics, Knicks",2009-2010,REG,35,36.64,9.05,5.60,35.34,6.90,6.47,0.00,0.412,0.476,0.462,0.659,0.438,0.533,0.000
Goran Dragic,Suns,2009-2010,REG,80,30.96,23.42,9.37,28.92,4.07,2.85,0.41,0.382,0.357,0.435,0.613,0.500,0.429,0.000
Nathan Jawai,Timberwolves,2009-2010,REG,39,0.00,13.51,18.92,66.67,0.00,0.00,0.90,0.000,0.267,0.333,0.514,0.000,0.000,0.000
Chris Douglas-Roberts,Nets,2009-2010,REG,67,2.97,34.21,11.17,45.20,2.79,3.49,0.17,0.235,0.393,0.328,0.552,0.313,0.250,0.000
Sonny Weems,Raptors,2009-2010,REG,69,2.40,52.62,13.76,30.35,0.00,0.44,0.44,0.182,0.465,0.492,0.655,0.000,0.000,0.000
Kyle Weaver,Thunder,2009-2010,REG,12,33.33,30.30,3.03,9.09,3.03,21.21,0.00,0.545,0.200,0.000,1.000,0.000,0.143,0.000
Luc Mbah a Moute,Bucks,2009-2010,REG,73,0.00,32.25,7.32,55.83,1.90,2.71,0.00,0.000,0.303,0.259,0.621,0.143,0.500,0.000
DeAndre Jordan,Clippers,2009-2010,REG,70,0.84,3.78,7.98,87.39,0.00,0.00,0.00,0.000,0.222,0.421,0.644,0.000,0.000,0.000
Mario Chalmers,Heat,2009-2010,REG,73,41.85,16.96,10.79,20.26,3.52,5.51,1.10,0.300,0.390,0.531,0.554,0.375,0.480,0.000
Joey Dorsey,"Rockets, Kings",2009-2010,REG,15,0.00,0.00,20.00,80.00,0.00,0.00,0.00,0.000,0.000,0.250,0.500,0.000,0.000,0.000
J.R. Giddens,"Celtics, Knicks",2009-2010,REG,32,6.67,30.00,3.33,50.00,3.33,5.00,1.67,0.000,0.222,0.000,0.800,0.000,0.000,0.000
DJ White,Thunder,2009-2010,REG,12,0.00,65.85,7.32,26.83,0.00,0.00,0.00,0.000,0.630,0.667,0.545,0.000,0.000,0.000
Donte Greene,Kings,2009-2010,REG,76,26.40,23.33,14.29,29.29,3.44,3.25,0.00,0.404,0.411,0.329,0.593,0.263,0.278,0.000
Darrell Arthur,Grizzlies,2009-2010,REG,32,0.00,35.62,25.34,38.36,0.00,0.00,0.68,0.000,0.385,0.459,0.464,0.000,0.000,0.000
George Hill,Spurs,2009-2010,REG,78,5.15,30.89,9.62,34.01,9.62,10.43,0.27,0.237,0.404,0.366,0.637,0.465,0.429,0.000
Nicolas Batum,Trail Blazers,2009-2010,REG,37,29.85,16.79,3.36,30.60,10.45,8.96,0.00,0.388,0.511,0.556,0.695,0.464,0.417,0.000
Serge Ibaka,Thunder,2009-2010,REG,73,0.27,28.65,22.16,48.65,0.27,0.00,0.00,0.000,0.415,0.512,0.633,1.000,0.000,0.000
Kosta Koufos,Jazz,2009-2010,REG,36,0.00,8.51,29.79,61.70,0.00,0.00,0.00,0.000,0.250,0.286,0.586,0.000,0.000,0.000
Courtney Lee,Nets,2009-2010,REG,71,13.81,35.48,7.87,27.61,7.87,6.97,0.39,0.308,0.407,0.328,0.607,0.443,0.278,0.333
Ryan Anderson,Magic,2009-2010,REG,63,41.49,9.54,3.09,32.99,4.12,8.76,0.00,0.360,0.351,0.250,0.586,0.375,0.412,0.000
Alexis Ajinca,Bobcats,2009-2010,REG,6,0.00,40.00,20.00,40.00,0.00,0.00,0.00,0.000,0.250,0.000,1.000,0.000,0.000,0.000
JJ Hickson,Cavaliers,2009-2010,REG,81,0.00,20.31,13.79,65.71,0.00,0.00,0.19,0.000,0.208,0.444,0.685,0.000,0.000,0.000
JaVale McGee,Wizards,2009-2010,REG,59,0.33,13.68,20.52,65.47,0.00,0.00,0.00,0.000,0.190,0.349,0.627,0.000,0.000,0.000
Roy Hibbert,Pacers,2009-2010,REG,81,0.26,30.69,26.34,42.20,0.38,0.13,0.00,0.500,0.388,0.461,0.594,0.667,0.000,0.000
Marreese Speights,Sixers,2009-2010,REG,62,0.68,43.69,17.79,37.39,0.00,0.00,0.45,0.000,0.418,0.494,0.554,0.000,0.000,0.000
Robin Lopez,Suns,2009-2010,REG,51,0.00,13.40,26.46,60.14,0.00,0.00,0.00,0.000,0.359,0.494,0.680,0.000,0.000,0.000
Anthony Randolph,Warriors,2009-2010,REG,33,0.65,39.16,16.83,42.39,0.32,0.32,0.32,0.500,0.331,0.365,0.588,0.000,0.000,0.000
Brandon Rush,Pacers,2009-2010,REG,82,26.78,26.21,7.26,23.50,8.12,8.12,0.00,0.346,0.386,0.353,0.509,0.474,0.561,0.000
Jason Thompson,Kings,2009-2010,REG,75,0.89,36.99,24.36,37.37,0.13,0.00,0.26,0.000,0.393,0.408,0.604,1.000,0.000,0.000
Jerryd Bayless,Trail Blazers,2009-2010,REG,74,8.28,38.10,6.00,36.85,3.73,6.83,0.21,0.350,0.370,0.241,0.539,0.333,0.273,0.000
Brook Lopez,Nets,2009-2010,REG,82,0.18,27.99,23.12,48.72,0.00,0.00,0.00,0.000,0.339,0.475,0.604,0.000,0.000,0.000
D.J. Augustin,Bobcats,2009-2010,REG,80,30.88,23.27,6.68,29.26,4.84,3.92,1.15,0.388,0.327,0.448,0.409,0.524,0.412,0.000
Joe Alexander,Bulls,2009-2010,REG,8,0.00,33.33,0.00,50.00,0.00,16.67,0.00,0.000,0.000,0.000,0.333,0.000,0.000,0.000
Eric Gordon,Clippers,2009-2010,REG,62,36.61,16.58,6.76,35.71,1.91,2.17,0.26,0.369,0.338,0.415,0.596,0.400,0.412,0.000
Danilo Gallinari,Knicks,2009-2010,REG,81,42.72,24.60,4.42,18.34,4.21,5.50,0.22,0.391,0.386,0.463,0.582,0.436,0.275,0.000
Kevin Love,Timberwolves,2009-2010,REG,60,13.47,23.53,15.79,44.27,0.46,1.70,0.77,0.310,0.355,0.422,0.556,0.667,0.545,0.000
Russell Westbrook,Thunder,2009-2010,REG,82,7.16,34.66,16.12,40.26,0.52,1.21,0.09,0.241,0.376,0.342,0.529,0.333,0.071,0.000
Derrick Rose,Bulls,2009-2010,REG,78,3.20,47.63,16.24,31.76,0.36,0.66,0.15,0.273,0.440,0.561,0.557,0.000,0.444,0.000
O.J. Mayo,Grizzlies,2009-2010,REG,82,22.91,32.29,10.65,27.05,3.04,3.72,0.34,0.362,0.403,0.365,0.644,0.472,0.477,0.000
Michael Beasley,Heat,2009-2010,REG,78,5.48,45.48,15.29,29.42,2.02,2.21,0.10,0.228,0.383,0.371,0.654,0.381,0.304,0.000
Mario West,Hawks,2009-2010,REG,39,4.76,9.52,0.00,85.71,0.00,0.00,0.00,0.000,0.000,0.000,0.667,0.000,0.000,0.000
Anthony Tolliver,"Trail Blazers, Warriors",2009-2010,REG,46,23.83,31.40,7.35,27.39,5.57,4.45,0.00,0.318,0.348,0.455,0.642,0.280,0.450,0.000
CJ Watson,Warriors,2009-2010,REG,65,16.10,39.77,8.90,23.86,6.82,4.36,0.19,0.329,0.471,0.383,0.675,0.250,0.348,0.000
Coby Karl,"Cavaliers, Warriors",2009-2010,REG,7,25.00,6.25,12.50,46.88,3.13,0.00,6.25,0.250,0.000,0.000,0.600,0.000,0.000,0.000
Joel Anthony,Heat,2009-2010,REG,80,0.00,4.40,30.82,64.78,0.00,0.00,0.00,0.000,0.000,0.449,0.524,0.000,0.000,0.000
Ramon Sessions,Timberwolves,2009-2010,REG,82,2.52,32.79,21.80,42.70,0.00,0.00,0.18,0.071,0.440,0.380,0.532,0.000,0.000,0.000
JamesOn Curry,Clippers,2009-2010,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Aaron Gray,"Bulls, Hornets",2009-2010,REG,32,0.00,12.20,24.39,63.41,0.00,0.00,0.00,0.000,0.300,0.450,0.577,0.000,0.000,0.000
Marc Gasol,Grizzlies,2009-2010,REG,69,0.15,15.67,32.26,51.92,0.00,0.00,0.00,0.000,0.392,0.481,0.701,0.000,0.000,0.000
Dominic McGuire,"Wizards, Kings",2009-2010,REG,51,0.00,38.46,13.46,48.08,0.00,0.00,0.00,0.000,0.350,0.000,0.480,0.000,0.000,0.000
Chris Richard,Bulls,2009-2010,REG,18,0.00,6.90,27.59,65.52,0.00,0.00,0.00,0.000,0.000,0.500,0.579,0.000,0.000,0.000
Josh McRoberts,Pacers,2009-2010,REG,42,10.96,20.55,9.59,54.11,1.37,2.74,0.68,0.438,0.333,0.286,0.684,0.000,0.250,0.000
Kyrylo Fesenko,Jazz,2009-2010,REG,49,1.05,3.16,25.26,70.53,0.00,0.00,0.00,0.000,0.000,0.333,0.657,0.000,0.000,0.000
Glen Davis,Celtics,2009-2010,REG,54,0.36,27.96,15.77,54.84,0.36,0.36,0.36,0.000,0.333,0.386,0.516,0.000,0.000,0.000
Alando Tucker,"Suns, Timberwolves",2009-2010,REG,15,10.26,17.95,17.95,46.15,2.56,5.13,0.00,0.250,0.429,0.286,0.611,0.000,0.000,0.000
Carl Landry,"Rockets, Kings",2009-2010,REG,80,0.11,33.83,20.84,45.01,0.11,0.11,0.00,0.000,0.416,0.407,0.687,0.000,1.000,0.000
Arron Afflalo,Nuggets,2009-2010,REG,82,17.95,23.93,7.52,25.98,9.57,15.04,0.00,0.410,0.457,0.364,0.553,0.482,0.432,0.000
Aaron Brooks,Rockets,2009-2010,REG,82,33.08,23.08,11.35,26.09,3.16,2.86,0.38,0.384,0.420,0.457,0.484,0.476,0.500,0.000
Rudy Fernandez,Trail Blazers,2009-2010,REG,62,46.57,17.73,8.27,11.11,8.75,7.33,0.24,0.391,0.280,0.314,0.638,0.243,0.387,0.000
Wilson Chandler,Knicks,2009-2010,REG,65,10.58,31.74,13.02,37.79,2.67,4.19,0.00,0.209,0.388,0.411,0.677,0.435,0.306,0.000
Jared Dudley,Suns,2009-2010,REG,82,27.55,12.86,6.12,27.55,16.12,9.39,0.41,0.452,0.429,0.333,0.504,0.456,0.500,0.000
Daequan Cook,Heat,2009-2010,REG,45,36.76,37.55,7.51,5.14,3.95,8.70,0.40,0.323,0.253,0.421,0.692,0.200,0.364,0.000
Jason Smith,Sixers,2009-2010,REG,56,8.05,33.33,12.64,37.36,5.17,3.45,0.00,0.357,0.293,0.409,0.600,0.222,0.500,0.000
Marco Belinelli,Raptors,2009-2010,REG,66,25.33,28.50,4.75,25.07,7.12,7.12,2.11,0.385,0.333,0.278,0.558,0.370,0.481,0.000
Sean Williams,Nets,2009-2010,REG,20,2.04,26.53,26.53,44.90,0.00,0.00,0.00,0.000,0.154,0.385,0.636,0.000,0.000,0.000
Nick Young,Wizards,2009-2010,REG,74,18.46,42.83,11.29,15.41,3.94,7.89,0.18,0.388,0.406,0.333,0.535,0.409,0.455,0.000
Rodney Stuckey,Pistons,2009-2010,REG,73,5.50,42.02,14.25,36.61,0.45,0.90,0.27,0.230,0.380,0.361,0.485,0.200,0.300,0.000
Al Thornton,"Clippers, Wizards",2009-2010,REG,75,4.14,43.93,13.17,38.31,0.15,0.15,0.15,0.357,0.384,0.337,0.637,0.000,1.000,0.000
Julian Wright,Hornets,2009-2010,REG,68,2.16,27.59,15.95,53.88,0.43,0.00,0.00,0.200,0.266,0.351,0.672,1.000,0.000,0.000
Thaddeus Young,Sixers,2009-2010,REG,67,10.33,19.31,16.11,47.60,1.72,4.80,0.12,0.369,0.312,0.366,0.612,0.214,0.359,0.000
Acie Law,"Warriors, Bobcats, Bulls",2009-2010,REG,26,14.67,8.00,10.67,60.00,5.33,1.33,0.00,0.273,0.333,0.250,0.578,0.250,1.000,0.000
Spencer Hawes,Kings,2009-2010,REG,72,10.81,26.58,21.02,39.34,1.35,0.90,0.00,0.292,0.395,0.443,0.588,0.333,0.333,0.000
Joakim Noah,Bulls,2009-2010,REG,64,0.00,18.65,14.62,66.73,0.00,0.00,0.00,0.000,0.402,0.342,0.568,0.000,0.000,0.000
Corey Brewer,Timberwolves,2009-2010,REG,82,18.12,31.93,8.85,34.25,3.79,2.74,0.32,0.360,0.337,0.381,0.594,0.306,0.308,0.333
Yi Jianlian,Nets,2009-2010,REG,52,6.75,49.73,13.68,29.31,0.53,0.00,0.00,0.395,0.375,0.312,0.503,0.000,0.000,0.000
Jeff Green,Thunder,2009-2010,REG,82,17.94,24.39,14.21,32.24,6.73,4.30,0.19,0.328,0.345,0.461,0.641,0.319,0.391,0.000
Mike Conley,Grizzlies,2009-2010,REG,80,18.19,23.86,16.02,34.58,4.58,2.65,0.12,0.351,0.343,0.436,0.561,0.447,0.545,0.000
Al Horford,Hawks,2009-2010,REG,81,0.00,30.46,30.70,38.72,0.12,0.00,0.00,0.000,0.461,0.438,0.710,1.000,0.000,0.000
Kevin Durant,Thunder,2009-2010,REG,82,19.96,40.65,13.49,24.82,0.60,0.42,0.06,0.372,0.397,0.489,0.693,0.300,0.143,0.000
Greg Oden,Trail Blazers,2009-2010,REG,21,0.00,9.21,15.13,75.66,0.00,0.00,0.00,0.000,0.357,0.304,0.696,0.000,0.000,0.000
Randolph Morris,Hawks,2009-2010,REG,28,0.00,26.83,29.27,43.90,0.00,0.00,0.00,0.000,0.636,0.500,0.556,0.000,0.000,0.000
Michael Harris,"Rockets, Wizards",2009-2010,REG,13,3.33,30.00,13.33,53.33,0.00,0.00,0.00,0.000,0.444,0.000,0.438,0.000,0.000,0.000
Jose Juan Barea,Mavericks,2009-2010,REG,78,25.81,22.20,14.42,33.59,1.90,2.09,0.00,0.353,0.453,0.355,0.542,0.500,0.273,0.000
Pops Mensah-Bonsu,"Rockets, Raptors",2009-2010,REG,20,0.00,9.09,6.06,84.85,0.00,0.00,0.00,0.000,0.000,0.000,0.464,0.000,0.000,0.000
